"EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","YEAR","WR"
48,49.7,18.7,20.2,31.8,28.3,39.1,32.8,2019,0.529411764705882
52.8,50.7,19.6,16.2,32.2,27.2,32.6,24.9,2019,0.542857142857143
53.4,53.6,17.5,15.4,30.7,27,38.6,41.5,2015,0.392857142857143
48.1,52,18.7,18.7,29.9,32.2,37,34.8,2015,0.178571428571429
53.7,51.3,18,19.9,27.6,28.7,33.3,43.6,2015,0.580645161290323
46.9,53,20.6,17,29.1,28.2,28.7,44.8,2015,0.206896551724138
48.4,53.2,17.9,18.1,24.7,29,38.5,42.3,2015,0.214285714285714
46.1,48.6,17.7,16.7,35.3,26.8,36.4,38.4,2015,0.594594594594595
53,55.7,16.2,20,33.6,34.3,35.1,40.4,2015,0.464285714285714
48.7,52.7,16.4,17.5,27.6,32.1,37.2,31.4,2015,0.481481481481481
53.9,53.8,16.6,19.6,27.2,33.3,35.5,32.3,2015,0.612903225806452
52.3,51.5,20.1,15.7,22.6,29.3,38.7,50.6,2015,0.321428571428571
48,50.8,20.5,16.6,28.8,30.2,46,31.5,2015,0.392857142857143
56.4,54,16.1,15.9,26.7,29.2,35.9,37.9,2016,0.5
48.7,49.5,22.7,18.9,34.4,25.3,44.6,41.7,2016,0.59375
50.1,51.7,18.3,17.4,24.7,28.4,38.5,35.4,2016,0.482758620689655
53.4,49.5,18.3,18.7,28.4,24.9,36.8,45.3,2016,0.6
50.8,53.9,17.3,16.9,33,27.5,30.7,46.3,2016,0.433333333333333
50.6,51.2,18.1,19.6,23.8,25.9,39.3,38.6,2016,0.466666666666667
45.2,56.2,18.1,17.5,22.3,29.6,36.1,34.3,2016,0.107142857142857
50.7,55.9,19.9,17.7,29.2,29.8,43.4,48.4,2016,0.275862068965517
51.2,53.3,17.4,19.1,28.7,30.7,33.9,32.8,2016,0.379310344827586
49.3,50.1,16.7,17.6,26.3,31.2,34.9,37.9,2016,0.413793103448276
49.3,57.7,18.8,17.4,23.9,31.2,35.4,45,2016,0.142857142857143
54.2,51.2,17.1,14.5,27.3,27.8,34.8,36.9,2017,0.6875
49.9,49,18.7,17.7,30.3,25.9,39.9,43,2017,0.612903225806452
50.2,56.5,19.3,18.2,22,32.4,38.1,34.2,2017,0.2
51.2,52,15.6,18.2,28,26.8,33,44.4,2017,0.5
51.2,52.3,16.6,18.4,27.2,27.7,36.3,50.6,2017,0.533333333333333
46.7,52.9,20.4,16.7,31.3,26.9,33.2,32.8,2017,0.290322580645161
51,52.2,20.3,18.2,27.4,25.4,34.4,34.5,2017,0.407407407407407
52.5,56,16.1,22.2,25.7,31.3,38.1,36.8,2017,0.535714285714286
49.8,52.3,16.8,15.8,27.4,29.3,37.3,33.1,2017,0.448275862068966
47.7,56.6,18.4,16.7,29.4,29.4,40.3,51.3,2017,0.193548387096774
56,50.6,16.9,16.5,21.4,30.3,42.9,29.5,2017,0.625
54,51,16.8,16.9,21.6,25,28,35.4,2018,0.606060606060606
54.7,50.1,19.4,16.1,31.1,24.2,30.4,30.2,2018,0.758620689655172
55,52.5,18.5,16.7,19.8,28.1,34.5,31,2018,0.5
47.8,54.9,17.1,18.4,28.7,27.7,39,36.4,2018,0.433333333333333
51.8,56.4,17.4,19.7,19.8,29.5,35.5,34.1,2018,0.4
44.9,55.3,22,19,27,29.5,42.6,37,2018,0.166666666666667
53.7,48.8,16.7,17.3,25.6,24.4,33.7,36.7,2018,0.742857142857143
49.2,55,16.5,22,34.7,30.5,33.3,43.3,2018,0.645161290322581
49,52.7,17.9,17.5,24.1,29.5,27.8,33.4,2018,0.233333333333333
50.4,54.6,17.4,16.6,22.6,25.9,35.9,41.6,2018,0.433333333333333
56,50.1,17.5,15.9,19.3,26.8,35.1,31.8,2018,0.714285714285714
50.3,52.5,17.1,16.6,24.6,23.6,27,34.8,2019,0.484848484848485
50.3,53.7,20,13.3,24.2,32,28.2,33.1,2019,0.172413793103448
52,56.1,17.6,15,25.8,29.8,28.8,30.6,2019,0.392857142857143
53.4,57.1,17.1,17.2,26.3,26.6,34.9,28.3,2019,0.483870967741935
51.3,52.5,17.9,17.3,21,25.4,27.2,30,2019,0.461538461538462
50.3,55,17,16.6,25.8,26.5,33.8,29.7,2019,0.32258064516129
53,51.4,18.4,18.6,27.7,25.6,34.8,28.4,2019,0.7
46.9,53.7,19.4,18.8,38.7,28.5,37.3,43.3,2019,0.551724137931034
48.7,52.6,19.1,21.4,28.2,27.1,33.5,36.8,2019,0.535714285714286
50.2,50.4,18.9,16.9,23.2,24.7,39.4,38,2019,0.53125
53.2,49,16,15.8,19.2,26.9,37.1,30.9,2019,0.580645161290323
49.8,52.5,20.1,19,27.5,30.8,35.9,42.4,2015,0.241379310344828
48.5,52.4,17.2,18.9,33.4,28.5,34.9,32.4,2015,0.571428571428571
51,53.4,17.4,17.1,29.8,31.8,37.7,29.1,2015,0.516129032258065
51.9,51.3,17.5,19.8,30.6,31.5,34.1,31.5,2015,0.666666666666667
46,50.2,24.5,18.1,30.6,32.5,40.2,41.8,2015,0.142857142857143
49,52.6,20.7,20.8,26.9,35.2,30,45,2015,0.28125
48.4,54,20.9,15.9,27.3,33.6,33.3,28.7,2015,0.214285714285714
50,48.4,18.1,18.8,34.5,32.7,35.4,36.3,2015,0.612903225806452
49.9,49.7,20.8,18.3,31.6,32.2,35.4,43.3,2015,0.428571428571429
50.8,47,17.7,19,29.4,32.3,35.9,38.4,2015,0.551724137931034
49.5,53.5,16.4,18.9,22,30.6,41.4,39.3,2016,0.333333333333333
50,54,17.9,16.1,24.7,26.9,27.4,37.7,2016,0.222222222222222
49.5,46.3,18.8,15.3,30.6,29,35.7,31.7,2016,0.6
47.7,51.4,18.6,18.8,31.6,29.3,34.9,39.7,2016,0.466666666666667
51.9,52.9,15.9,20.6,31.9,31.7,35,32.3,2016,0.620689655172414
53.1,53,21.3,18.1,21,29.5,25.5,43.6,2016,0.344827586206897
50.7,54.1,20.5,17.3,29.6,28.1,34.3,36.4,2016,0.233333333333333
47.3,52.5,21,19,26,31.4,34.8,38.8,2016,0.285714285714286
50.2,51.3,19.3,17,34.4,30.1,29,34.3,2016,0.482758620689655
54.2,47.7,17.8,15.9,26,32,41.1,31.9,2016,0.689655172413793
51.4,50.7,18.7,17.3,24.2,28.9,36.6,38.7,2017,0.558823529411765
48.7,54.3,16.2,16.8,27.4,27.4,35,41.6,2017,0.428571428571429
52.1,49,20.4,20.4,30.8,28.6,44.7,40.8,2017,0.633333333333333
48.3,52.6,19.2,19.6,28.1,28,36.4,33.5,2017,0.535714285714286
52.3,52.2,16,22,15,24.7,34.2,42.2,2017,0.65625
49.3,55.1,21.9,17.4,21.5,34.1,29,32.2,2017,0.214285714285714
45.5,56.1,23.3,16.9,29,31.9,27.7,36.7,2017,0.178571428571429
47.5,51.2,22.4,15.1,33.8,26.9,29.5,30,2017,0.466666666666667
54.1,52.4,16,22.6,24.4,27.3,34.9,31.2,2017,0.741935483870968
54.6,52,17.2,17.3,20.8,26.5,34,32.5,2018,0.580645161290323
49,53.9,19.5,22.1,30.2,28.1,31.3,35.1,2018,0.535714285714286
49.1,50.4,20.1,17.1,25.2,27.3,28,37.3,2018,0.482758620689655
49.3,50.1,19.1,20.4,30.9,28.9,34.1,40.1,2018,0.518518518518518
52.8,51.4,18.2,18.2,22.9,20.4,33.7,34.4,2018,0.647058823529412
46.3,52.4,23,17.6,22.7,30.5,35.3,34.2,2018,0.233333333333333
49,55.3,18.8,17.8,24.9,30,28,29.3,2018,0.379310344827586
54.6,52.5,19.4,18.5,24,26.8,31.3,33.9,2018,0.65625
54.8,49.7,19.7,18.6,26.2,27.2,35.9,32.1,2018,0.678571428571429
52.8,54.6,14.8,19.5,23.7,28.9,31.2,36,2019,0.666666666666667
49.8,50.9,18,21.1,29.1,27.7,27,31.2,2019,0.6
48.9,50.8,14.6,16.3,28.1,26.6,34.8,35.9,2019,0.5625
49.1,50.3,20.4,16.3,34.1,25.5,33.8,29.1,2019,0.551724137931034
52.4,50.5,20.4,17.4,24.5,25.2,33.6,33.7,2019,0.516129032258065
53.4,53.4,14.7,17.9,25.3,27.4,30.5,33.1,2019,0.606060606060606
52.8,51.9,16.4,18.1,29.7,24.9,27,30.7,2019,0.733333333333333
46.2,55.7,23.5,18.2,27.7,37.1,26.3,33.7,2019,0.142857142857143
47.4,53.1,19.9,18.2,24.7,31.3,25.3,39,2019,0.172413793103448
54.2,51.3,20.2,15.4,28.7,25.5,30.4,30.3,2019,0.666666666666667
44.1,49.3,14.8,17.3,31.9,28.2,31.5,31.3,2015,0.407407407407407
45.7,51.3,19.2,16.6,28.5,27.1,36.7,41,2015,0.241379310344828
45.3,51,19.5,16.6,28.4,30.5,41.1,35.9,2015,0.225806451612903
49.3,47.6,18.7,23.4,32.2,34.4,36.7,42,2015,0.606060606060606
47.6,49.2,20.2,21,31.5,34,34.4,36.9,2015,0.451612903225806
57.3,48.4,20.9,17.9,28.6,33.7,39.3,33.3,2015,0.766666666666667
46.7,49,20.2,18.7,30.7,28.7,33.7,42.5,2015,0.413793103448276
49.6,47.8,16.9,17.9,30.7,29.8,32,39.9,2015,0.548387096774194
48,53.2,15.1,15.9,30.1,28.3,35.2,40.2,2016,0.285714285714286
46.4,50.7,19,16.4,29.7,29,43.7,39.7,2016,0.285714285714286
46.7,51.7,19.4,18.9,27.6,31.3,42.1,36,2016,0.285714285714286
49.7,51.1,17.4,19.8,27.7,30.6,37.6,38.7,2016,0.545454545454545
47.9,48.3,20.7,19.7,25,28.4,33.6,31.8,2016,0.321428571428571
51.1,44.6,18.2,17.4,29.1,28.2,35.1,34.7,2016,0.722222222222222
48.9,49.1,19.7,17.2,28.4,28.1,36.8,38.3,2016,0.387096774193548
50.3,46.7,18.5,17.5,28.8,27.9,27.4,41.8,2016,0.5625
47.3,52.6,16.1,17.7,25.6,30.3,29.4,41.1,2017,0.379310344827586
49.1,49.7,20.7,19.6,30.3,27.5,39.9,42.1,2017,0.566666666666667
49.7,51.9,17.9,17.8,27.7,31.8,45,41.7,2017,0.392857142857143
48.5,50.8,20.3,20.3,28,28.9,36.9,38.3,2017,0.482758620689655
48.7,53.1,19.9,18.6,31.6,33,36.2,37.7,2017,0.46875
50,44.1,19.9,15.3,31.9,26.4,29.7,40.2,2017,0.617647058823529
45.7,49.8,19.9,19.1,26,29.9,30,34.1,2017,0.296296296296296
42.1,52.5,18.3,17.6,30.8,29.6,28.8,32.3,2017,0.222222222222222
46.6,53.2,17.4,16.3,24.7,29.6,26.7,34.6,2018,0.310344827586207
47.7,52.6,18.3,16.4,23.3,32.7,28.3,32.8,2018,0.214285714285714
50.1,49.9,19.5,19.9,26.3,24.5,40.8,38.7,2018,0.607142857142857
49.6,53.7,20.7,18.7,32.2,30.4,40.3,28.6,2018,0.483870967741935
52,49.4,18.6,21.9,24.4,29.1,38.5,36.5,2018,0.709677419354839
48.1,45,20.5,14.8,32.3,24.8,28.2,41.2,2018,0.545454545454545
45.1,49.1,20,19.3,26.8,31.8,32.4,38.2,2018,0.310344827586207
53,49.9,14.9,16.6,28.7,27,32,29.5,2018,0.766666666666667
47.2,52.6,17,15.6,26.1,31.4,25.8,38.1,2019,0.222222222222222
49.1,48.3,19.1,16.8,24.5,27,38.5,35.7,2019,0.5
51.5,51.6,16.7,17.1,28.4,32.5,31.8,32.2,2019,0.393939393939394
52.3,50.8,17.6,17.4,26.9,24.7,31.2,32.9,2019,0.620689655172414
47.6,51.1,19,18.9,28.9,33,40.8,30.2,2019,0.46875
49,52.8,19.9,21.1,22.1,27.7,29.7,37.7,2019,0.379310344827586
51.2,54.4,20.3,16,25.1,26.5,22.7,33.4,2019,0.333333333333333
50.3,49.7,16.8,16.6,33.1,26.2,39.5,32.4,2019,0.733333333333333
46,48.1,19.3,18.4,27.5,32.2,32.4,47.4,2015,0.272727272727273
47.1,50,18.4,15.6,28.8,31.5,38.1,33.2,2015,0.333333333333333
45,50.1,17,18.5,27.5,31.2,33.1,35.7,2015,0.379310344827586
47.5,51.3,19,21.2,27.9,31.9,37.6,44.1,2015,0.419354838709677
52.3,49.5,16,19.6,32.7,28.4,39.8,38.7,2015,0.588235294117647
51.9,50.2,20.3,17.9,29,31.9,42.2,31.9,2015,0.575757575757576
44.6,47.6,21.5,14.9,41.1,29.5,48.3,45,2015,0.354838709677419
47.5,47.9,18,20.4,31,32.4,37.5,47.4,2015,0.548387096774194
56.3,50.5,17.5,17.6,24.2,29.9,35.5,31.9,2015,0.580645161290323
47.4,48.1,19.5,21.6,30.4,26.9,32.8,43.1,2016,0.533333333333333
45.3,51.8,17.7,13.5,29.6,28,42.2,31.9,2016,0.233333333333333
44.3,52.5,16.8,18.1,27.7,28.8,36.9,47.4,2016,0.2
51.8,50.3,17.7,15.8,27.2,29.8,30.4,33.4,2016,0.466666666666667
51.4,49.9,16.7,16.4,31.9,30,39.5,24,2016,0.696969696969697
51.6,45.5,17.2,15.4,29.5,27,37,37,2016,0.645161290322581
51.7,51.7,18.2,17.2,25.9,28.8,38.7,27.9,2016,0.53125
46.9,48.4,17.9,17.7,38.3,27.3,45.1,41,2016,0.580645161290323
54.9,49.5,15.9,15.3,25.8,27.2,36.6,27.9,2016,0.620689655172414
49.4,48,15.9,18.6,25.4,28.9,42.7,31.9,2017,0.735294117647059
46.8,53.2,17.9,15.2,27.1,27.5,32.2,40,2017,0.419354838709677
49.9,53.1,18.5,17.4,30.4,30.5,31.6,39.9,2017,0.290322580645161
52.1,48.6,16.6,14.9,24.2,26.7,30.7,26.4,2017,0.6
51.7,53.1,15.2,15.4,31.1,29.6,37.7,29.3,2017,0.483870967741935
50.2,51.1,21.4,17.6,29.1,25.5,36.1,38.5,2017,0.3125
53.5,52.1,18.5,17,25.7,27,37.8,31,2017,0.483870967741935
48.3,49,18.7,18.7,37,26.1,45.6,47.1,2017,0.625
56.2,52.3,17.4,14.5,25.6,27.4,38.7,35.1,2017,0.586206896551724
50.3,52.9,15.8,14.9,26,26.2,34.4,29.6,2018,0.451612903225806
49.6,52.2,17.3,15.6,30.8,30.7,31.8,30.6,2018,0.40625
52.3,52.5,16.7,14.2,21.7,28.9,24,23.6,2018,0.466666666666667
53.2,54.2,15.6,16.3,30.6,27.5,36.5,32.5,2018,0.633333333333333
48,52.8,16.5,18.5,28.9,28.2,34.1,42,2018,0.32258064516129
56.9,49.4,19.8,17.9,25.3,25.6,35.1,33,2018,0.71875
51.6,50.6,18.2,18.7,34.3,27.4,35.4,39.3,2018,0.6
48.9,56.6,17.3,15.6,33.8,25.5,31.1,36.9,2018,0.366666666666667
59.5,56.8,17.2,14.4,21.2,25.4,33.4,32.4,2018,0.655172413793103
54.2,52.1,15.6,19.1,25.6,25.9,33.5,26.4,2019,0.75
53.3,52.8,17.2,14.9,24.2,28.8,31.2,28.6,2019,0.548387096774194
51.3,55.6,16.6,14.6,29.2,26.3,30.6,30.3,2019,0.419354838709677
52,53.6,18.4,15.2,22.4,28.3,24.3,29.4,2019,0.366666666666667
55.9,52.1,13.8,18.3,26.8,29.9,37.7,25,2019,0.794117647058823
50.2,52.9,18.8,16.4,30.1,29.4,33.4,34,2019,0.451612903225806
47.9,52.1,18.8,15.2,35.2,27.3,28.1,33,2019,0.32258064516129
50.5,56,18.5,14.5,31.7,26.7,32.8,31.9,2019,0.3125
54.4,52.7,18.3,15.6,24.5,26,31.3,30,2019,0.466666666666667
51.7,50.6,19.6,18.4,33.7,31.3,36.9,33.1,2015,0.4375
48.2,48,22.6,19.2,29,31.9,37.4,36.6,2015,0.451612903225806
48.2,49.9,19.5,16.7,26,31.5,27.8,37.6,2015,0.259259259259259
50.7,46.9,15.6,22.4,29,35.4,33.7,31.3,2015,0.742857142857143
46.2,48.6,21.6,18.6,28.2,32.5,34.9,36.6,2015,0.3
47.9,49.9,20.3,20.3,31.6,26.1,36.8,42.2,2015,0.514285714285714
46.9,49.3,20.1,20.4,31.1,33.1,40,38.2,2015,0.413793103448276
48.6,46.1,17.5,21,36,26.9,30.6,40.8,2015,0.771428571428571
51.7,49.9,22.1,19.6,26.5,32.2,33.7,40.1,2015,0.344827586206897
48.9,53.5,22.2,20.1,26.6,34.2,34.1,31.9,2015,0.259259259259259
52,46.9,18.8,18.7,29.1,29.8,43.8,31.9,2015,0.666666666666667
47.9,52.9,18.2,20.3,35.2,31.3,42.1,29.7,2015,0.428571428571429
49.6,48.6,18.9,18.9,30.4,29.2,38.7,34.1,2015,0.6
51,54.8,16.4,18.3,29.7,27.7,33.2,30.9,2016,0.424242424242424
52,48.1,19.3,14.2,30.8,29.4,35.6,35.7,2016,0.366666666666667
46.7,50,17.6,16.6,23.1,32.9,32.3,37.7,2016,0.225806451612903
51.3,49.2,16.9,19,28.8,29,43,34.1,2016,0.67741935483871
54.2,52.3,16.4,17.1,26.6,30.9,31.2,35.9,2016,0.515151515151515
49.3,53.3,19.5,17.2,30.3,31.2,44.1,42.5,2016,0.333333333333333
47.9,45.5,14.4,17.2,36.6,27.1,31,35.8,2016,0.657894736842105
51.2,56.2,17.9,18.4,26.7,32.2,41.5,36.7,2016,0.333333333333333
49.4,51.6,20.3,17.7,23.3,29.4,36.1,38.9,2016,0.259259259259259
53.6,48.6,17.8,18,32.4,30.4,33.4,29.8,2016,0.78125
52.4,49.5,17.1,19.2,24.5,31.7,40.9,36.6,2016,0.5625
47,59,18.1,17.2,26,27.8,37.4,46.2,2016,0.133333333333333
52.5,52.4,19,15,33.6,28.6,39.6,30,2016,0.5
50.5,52.3,16.1,18.3,20.3,31,34,35.6,2017,0.448275862068966
49.7,53.2,19.2,16.8,29.8,28,28.5,36.7,2017,0.241379310344828
46,51,16.6,17.7,26.9,31.2,30.4,35.9,2017,0.357142857142857
53.4,48,17.7,19.4,29.2,26.2,34.6,26.9,2017,0.741935483870968
53.6,51.5,15.9,16.8,24.4,32.8,37.1,31,2017,0.588235294117647
47.4,50.4,18.4,17.8,26.5,31.2,34.9,35,2017,0.285714285714286
45.6,46.4,17.5,20.1,35.5,25.6,34.1,38.6,2017,0.612903225806452
53.9,50,19.4,17.4,28.6,26.2,41.5,35.7,2017,0.696969696969697
45,52.2,18.1,16.6,22.3,25.8,29.3,33.9,2017,0.310344827586207
51.3,49.8,20,17.3,30,28.1,37.7,29.4,2017,0.53125
51.8,49.5,19,17.5,22.2,25,36.3,39.1,2017,0.483870967741935
42.6,49.7,18.1,17.6,32.4,24.2,36.2,37.9,2017,0.451612903225806
50.1,52.3,18,15.8,27.3,26.7,37.2,24.7,2017,0.46875
48.3,54.7,20.6,17.6,26.2,28.8,38.9,31.7,2018,0.214285714285714
47.1,50.6,15.6,19.8,25.9,27.4,36.5,34.8,2018,0.482758620689655
43.9,49.2,18.2,16.6,28.5,27.5,29,32.6,2018,0.428571428571429
50.9,50.6,17.9,18.2,27.4,29,36.5,32.1,2018,0.548387096774194
53.1,49.2,18.6,19.1,30.7,22.3,30.1,40.8,2018,0.78125
51.2,48.6,18.7,17.3,30.2,25.7,33.6,38.8,2018,0.555555555555556
50.7,47.7,15.5,21.6,32.3,26.2,33,30.3,2018,0.78125
48,52.6,20.7,16.5,27.6,28.4,35.2,28.5,2018,0.241379310344828
50.3,56,14.6,19.8,20.5,29,28.3,32.9,2018,0.533333333333333
54.7,50.6,19,17.6,30.9,25,28.3,26.8,2018,0.645161290322581
49.3,50.6,17.8,17.4,19,27,30.9,36.4,2018,0.366666666666667
51.1,49.4,17.1,16.3,26.5,27.3,29.6,41.6,2018,0.625
54.2,49.4,16.6,17.9,29,29.3,40,23.9,2018,0.72972972972973
48.1,51.3,22,17.9,22.3,26.4,36.3,32.6,2019,0.275862068965517
48.9,53.1,17.7,23.4,25.7,34.4,37.9,35.4,2019,0.666666666666667
47.9,48.2,20.7,18.1,29,25.4,28.6,31.4,2019,0.566666666666667
49.8,49.3,17,19.2,29.4,28.8,35.9,30.2,2019,0.645161290322581
51.9,52,15.9,20.8,22.9,32.3,30.5,32.4,2019,0.621621621621622
46.7,50.8,22.8,17.5,32.3,28.1,29.6,34.2,2019,0.366666666666667
49.2,47.4,20.1,19.8,30.7,24.4,27.7,37.7,2019,0.7
50.1,51.6,18.9,14.9,26.6,24.4,38.5,30.6,2019,0.433333333333333
53.1,49.1,15.7,19.4,22.9,28.1,24.1,29.8,2019,0.689655172413793
50.4,49.4,16.8,17.9,30.6,26.2,31.8,31.6,2019,0.606060606060606
45.7,49.4,22.8,19,26.7,26.7,34.7,32.9,2019,0.296296296296296
49.5,49.5,16.4,18.1,26.1,28.4,26.2,35.6,2019,0.607142857142857
49.9,48.9,19.6,18.5,29.6,28.1,37.9,25.6,2019,0.588235294117647
51.7,48.8,19,21,31.9,30.6,31.1,43.7,2015,0.53125
49.7,52,19.3,21.2,29.4,29.8,32.4,48.3,2015,0.419354838709677
49.3,46,18.5,20.8,33.3,29.4,39.3,39.8,2015,0.709677419354839
43.6,54.4,17.4,18,30.8,28.5,40,39,2015,0.25
49,51.2,20,16.5,26.9,29.5,36.2,31.6,2015,0.428571428571429
52.3,53.5,18.4,16.1,30.1,30.5,38.1,34.6,2015,0.451612903225806
49.8,51.2,19,19.8,23.2,30.8,31.5,41.2,2015,0.310344827586207
50.1,53.6,17.2,17.8,27.6,34.2,35.9,36.8,2015,0.275862068965517
44.8,51.6,21.8,19.9,29.4,31.7,30.9,46.6,2016,0.233333333333333
52,53.6,17.8,17.2,32.5,29.4,40.5,46.5,2016,0.482758620689655
41.5,49.3,21.1,15.7,31.9,30.7,43.2,39.6,2016,0.107142857142857
52.8,51.4,15.8,15.6,27.1,25.6,38.3,29.6,2016,0.580645161290323
50.3,50.2,19.7,16.1,26.5,29.4,31.2,42.6,2016,0.25
53.1,49.6,15.2,16.5,31.2,29.5,41.8,32.1,2016,0.657142857142857
50.7,44.5,19,18.5,35.2,24.8,35.1,38.7,2016,0.8
51.4,48.6,16.5,20.6,19.1,25.5,33,48.3,2016,0.606060606060606
49,53.6,15.6,15.7,22.7,33.8,29.8,32.5,2016,0.3
46.3,52.1,18.8,22.3,28.9,32.7,29.6,41.8,2017,0.3
50.9,56.9,19.5,19.4,26.9,31.4,38.1,48.4,2017,0.266666666666667
48.3,50.8,18,18.6,30.4,28.6,37.7,33.1,2017,0.6
50.5,48.1,22.3,16.6,32.5,31.4,38.4,32.2,2017,0.5
50.8,53.9,18.1,17.5,24.5,26.8,27.4,32.3,2017,0.323529411764706
51.2,46.3,18.4,18.9,29.3,29.1,37.7,28.5,2017,0.78125
50.1,47.4,18.2,17.9,30.4,26.8,36.9,32.4,2017,0.75
52,52,20.4,19.5,29.4,26.5,38,37.1,2017,0.666666666666667
49.1,53,16,16.4,26.3,31.4,25.9,29.1,2017,0.40625
50.6,53,18.9,19.5,22.1,32.9,29.4,31.1,2018,0.352941176470588
49.1,56.7,18.2,17.2,27,31.4,31.1,37.5,2018,0.266666666666667
48.6,50.9,18.6,17.8,25.6,30.9,32.3,31.4,2018,0.433333333333333
50.6,46.7,20.8,17.2,28.8,30.4,35.3,34.2,2018,0.588235294117647
48,54.6,20.5,21.2,31.9,29.3,32.9,37.8,2018,0.392857142857143
50.9,50.1,18.1,18,25.1,23.8,27.7,27.4,2018,0.516129032258065
53.8,47.1,17.6,19.2,28,26.8,31,31.7,2018,0.733333333333333
52,50.8,18.1,16.9,28,28.6,35.5,27.8,2018,0.575757575757576
47.6,58.7,19.4,19.4,34.7,29.9,28.4,39.8,2018,0.266666666666667
51.5,51.6,18.5,16.8,26.3,33,31.7,34,2019,0.344827586206897
49.7,54.4,16.3,19.8,29.3,36.4,31,32.7,2019,0.354838709677419
51.5,52.1,17.2,18.8,26.4,31.4,33.9,32.3,2019,0.583333333333333
53.3,48.3,20,17.6,24.9,30.4,27.8,42,2019,0.533333333333333
50.2,52.6,19.6,19.6,34.3,27.8,35.2,33.2,2019,0.516129032258065
48.1,51.7,18,15.3,26.7,28.3,28.2,36.3,2019,0.3
54.3,53,18.4,17.2,25.7,32.5,35.7,28,2019,0.5
51,53.1,17.3,20.1,30.8,25.9,35.1,28.6,2019,0.636363636363636
49.6,53.6,18.5,16.2,33.5,28.9,23.1,38.5,2019,0.4
52.3,46.4,20.5,19,28.8,33.8,39,44.1,2015,0.586206896551724
47,48.5,21.6,16.4,29.8,30.5,45,36.4,2015,0.379310344827586
51.6,47.9,19.4,16.2,32,29.2,28.2,38.2,2015,0.444444444444444
44.6,45.7,19,19.3,23.1,30,39.3,41.5,2015,0.413793103448276
49.2,49.9,20.3,21.2,30.9,28.5,35.7,42.7,2015,0.482758620689655
49.1,51.2,23.6,18.1,29.5,29.1,35.8,39.8,2015,0.321428571428571
54.3,49.6,18.8,18.5,20.7,26.4,46.1,41.8,2015,0.517241379310345
49.9,47.6,20.4,19,34.2,27.8,40.9,33.1,2015,0.666666666666667
50.2,50.8,18.8,16,25.6,31.3,36.9,36.4,2016,0.259259259259259
53.5,51.5,15.9,19,28.5,26.9,37.9,34.6,2016,0.696969696969697
48.7,51.5,17.9,19.8,22.4,36.1,32.3,35.8,2016,0.333333333333333
47.5,52.7,20.8,20.9,32.8,29.7,38.2,42.3,2016,0.333333333333333
51.8,46.6,21.5,16.8,29.6,28.4,31.5,33.5,2016,0.428571428571429
49,49.8,19.4,16.7,27.9,30.5,31.9,33.5,2016,0.37037037037037
54.2,49.2,16.2,18.2,28,26.3,33.9,31.1,2016,0.75
50.7,57.7,19.6,21.2,27.1,29.7,44.5,39.1,2017,0.464285714285714
49.7,52,18.4,20.2,27.9,31.8,29.1,34.8,2017,0.423076923076923
52.1,51.9,20.1,15.5,22,27.2,29.5,31.8,2017,0.285714285714286
49.9,53.3,21.7,15.8,27.7,27,33.8,30.7,2017,0.259259259259259
52.3,47.4,19.8,18.4,29.6,29.6,32.3,39.5,2017,0.692307692307692
51.6,48.8,18.9,20.1,27.6,29.4,26,33.6,2017,0.464285714285714
52.3,49.7,19.3,17,31.2,28.5,33.9,26.3,2017,0.642857142857143
48.5,54.4,18.4,19.3,29.4,26.7,40.4,40,2018,0.423076923076923
52.4,54.2,17.8,18.2,27,29.4,24.5,32,2018,0.307692307692308
52.5,53.3,18.5,15.7,24.4,30.2,35.1,28.8,2018,0.444444444444444
51.4,54.4,20,18.1,23.9,27.2,32.8,25.6,2018,0.269230769230769
50.4,49,20.5,18.4,26.5,23.1,27.6,35.2,2018,0.580645161290323
53.9,52.2,16.4,16.6,22,24.8,26.2,32.5,2018,0.464285714285714
52.7,52.4,18.8,17.7,25.4,26.7,31,33.8,2018,0.533333333333333
50.4,48,20.3,20.9,24.5,27.5,36.7,31.3,2019,0.666666666666667
51.5,52.1,18,18.9,24.3,27.2,22.4,38.1,2019,0.384615384615385
51.1,50.5,18.9,17.4,18.8,28.8,33.9,26.8,2019,0.517241379310345
51.8,53,17.6,16,23.9,24.8,24.8,27.9,2019,0.392857142857143
53.3,50.2,22.6,17.5,28.7,23.1,31.6,33.8,2019,0.633333333333333
52.6,49.1,18.4,19,24.8,26.3,28.1,25.5,2019,0.633333333333333
47,49.7,17.8,17.2,24.3,24.7,29.8,28.7,2019,0.615384615384615
46.6,46.9,18.4,21.5,34,32.3,32,40.7,2015,0.545454545454545
45.2,48.3,20.2,18.3,27.3,33.9,37.1,42.7,2015,0.225806451612903
54.7,48.1,17.2,16.7,28.7,33.2,37.4,28.5,2015,0.742857142857143
46.8,49.6,20.5,20.8,21.2,35.6,38,36.7,2015,0.21875
47.9,47.2,19.9,21.4,30,33.6,41,37.2,2015,0.545454545454545
45.6,53.7,20.6,18.1,32,29.5,41.2,36.3,2015,0.266666666666667
44,45.2,20.4,14,42.1,26.5,35.5,33.4,2015,0.5
49.4,47.5,19.2,21.6,31.1,29.6,35.6,37.7,2015,0.636363636363636
