TEAM,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,YEAR,WR
Massachusetts,50.4,46.6,18.8,18.7,34.3,31.7,39.2,37.2,2014,0.727
Ohio St.,50.3,45.2,17.2,21.9,29.6,29.6,42.3,29.8,2014,0.714
New Mexico,51.1,45,15.9,14.9,32.5,28.2,46.7,31.3,2014,0.794
Colorado,48.3,49.4,19.7,17.8,34,26.1,48.3,30.2,2014,0.657
Kansas St.,48.8,45.3,18.5,19,34.7,33.2,40.3,45.4,2014,0.606
Oklahoma St.,52.4,46.3,14.7,20,28,32,49.7,41,2014,0.618
Arizona St.,52.4,46.3,16.3,17,24.5,30.2,42.5,37.3,2014,0.636
BYU,50.6,49.1,15.3,16.6,34.9,28.6,47.6,36.8,2014,0.647
Saint Joseph's,53.9,47.8,18.7,15.3,29.5,27.8,43.6,30.6,2014,0.706
George Washington,51.5,47.2,19,19.6,35.1,31.4,46.6,33.4,2014,0.727
Nebraska,48.3,47.6,16.7,19,25.7,29,42.3,44.9,2014,0.594
Providence,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,2014,0.629
North Carolina St.,50,47.5,15.8,17.4,34.1,35.6,37,42.6,2014,0.611
Delaware,50.4,49.4,13.4,16.8,29.1,32.8,43.9,38,2014,0.714
Manhattan,50.7,45.4,19.7,21.7,34.4,33.3,55.5,52.8,2014,0.758
New Mexico St.,53.2,44.4,18.7,16.1,37.7,33,53.9,34.1,2014,0.714
Tulsa,49.2,46.4,16.7,20.3,30.2,29.6,47.1,47.5,2014,0.618
Louisiana Lafayette,51.5,50.4,18.8,18.5,36.5,31.8,44.3,44,2014,0.625
North Carolina Central,50.2,44.4,17.2,23.7,35.4,33.1,49.5,44.8,2014,0.813
Western Michigan,52,47.6,20.9,18.5,31,32,51.4,34.7,2014,0.688
American,55.8,46.4,23.1,19.6,26.5,29.7,35,40.7,2014,0.606
Eastern Kentucky,56.7,55.7,15.8,24.2,23,34,43.2,54.9,2014,0.688
Milwaukee,49.1,49.1,19.9,18.5,28.6,31.2,44.7,36.5,2014,0.588
Wofford,48.8,49.5,16.4,19.7,30.9,29,33,39.4,2014,0.567
Albany,48.8,48.3,19.7,18.3,31.9,28.4,42,29.1,2014,0.559
Cal Poly,46,49.3,14.7,18.1,30.9,33.2,33.2,42.9,2014,0.375
Coastal Carolina,48,47.5,20.2,18.3,34.2,29.3,38.6,39.6,2014,0.581
Weber St.,54.1,47.8,19,13.8,28.4,28.7,49.7,35.1,2014,0.586
Georgetown,51.1,43,20.1,22.4,30.4,31,36.8,35.3,2013,0.781
New Mexico,48.4,45.9,17.6,19.5,29.3,27.6,45.7,25.7,2013,0.829
Kansas St.,49.1,47.5,18.2,22.2,38.5,33.8,31.7,36.8,2013,0.765
Wisconsin,48.6,43,15.7,18,32.6,26.9,29.7,25.7,2013,0.657
Oklahoma St.,48.8,44.5,18.2,21.7,31.3,30.8,40.5,35.1,2013,0.727
UNLV,48.9,44.1,20.2,18.5,33.3,27.1,36.7,29.6,2013,0.706
UCLA,49.1,47.5,15.8,19.9,30.7,34,33.1,24.6,2013,0.714
Notre Dame,52.2,46.8,17.6,16,34,29.5,32,24.6,2013,0.714
Pittsburgh,51.7,44.6,18.1,22,40.4,30,37.5,36.4,2013,0.727
North Carolina St.,54.2,46.8,18,16.6,34.7,32.6,40.9,29,2013,0.686
Villanova,47.3,47.3,22.9,22,33.1,29.5,50.6,40.9,2013,0.576
Missouri,51.2,46.1,18.9,17.6,38.7,28.6,35,29.7,2013,0.676
Oklahoma,47.8,47.4,17.5,19.6,33.2,31.5,35.4,31.4,2013,0.625
Colorado,48.3,45.9,20,19.4,33.6,30.4,40.9,25.3,2013,0.636
Cincinnati,46.2,43.3,19.4,20.3,38.7,29.8,35.5,32.7,2013,0.647
Belmont,56.5,48,19.6,25,29.7,34.2,32.8,37,2013,0.774
Bucknell,49.6,42.5,15.1,14.1,29.3,24.3,35.7,29.4,2013,0.818
Saint Mary's,53.7,47.1,18.3,17.9,36.9,25,37,36.9,2013,0.794
Akron,51,44.6,20.8,20.2,37.6,30.5,36.9,35,2013,0.781
South Dakota St.,53.3,51.2,16.4,17.1,28.9,26.1,33,24.4,2013,0.688
Montana,52.9,48.6,19.1,18.3,25.1,30.5,40.6,35.9,2013,0.767
New Mexico St.,49.3,45.4,21.9,18.6,36.9,29.8,47,30.7,2013,0.676
Northwestern St.,49,47.8,19.2,21.7,34.8,37.3,40.3,40.5,2013,0.679
Davidson,53.1,45.3,17,18.8,29,28.5,38.9,36.4,2013,0.758
Valparaiso,55.7,46.2,21.8,19.5,31.2,28.2,41.7,36.8,2013,0.758
Pacific,50.5,50,17.8,20,29.2,30.8,37.7,39.3,2013,0.606
Iona,52.1,51.6,17.1,19.3,32.8,33.4,32.7,32.2,2013,0.588
Albany,49.6,48.3,21.2,19.9,31.7,28.2,40,27.8,2013,0.686
Western Kentucky,48.6,47.9,22.2,20.8,34.8,30.7,37.6,37.8,2013,0.543
North Carolina A&T,45.7,45.2,22.7,23.4,29.8,33.2,42.6,41.1,2013,0.528
Southern,49.1,41.9,16.8,20.2,26.2,31.1,40.3,34.9,2013,0.667
James Madison,47.6,48.7,17.2,21.1,29.6,31.1,36.8,39.2,2013,0.583
Wake Forest,54.1,52.7,16.4,16.2,30.7,27.7,40.7,38,2017,0.576
Tulsa,50.3,48.2,15.6,20.4,28,30.5,39.6,34.6,2016,0.625
Temple,49.9,50.6,15.7,20.6,26.9,29.2,32.5,33.9,2019,0.697
North Florida,53.6,47.9,18.3,17.9,29.2,31.8,39.7,34.1,2015,0.625
Providence,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,2017,0.606
St. John's,51.9,50.7,14.3,21.2,21.8,29.4,29.5,39.7,2019,0.618
Manhattan,49.4,48.1,21.1,23.9,30.9,33.1,47.4,52.3,2015,0.576
North Carolina Central,51.3,45.3,17.8,19.8,31.6,31.2,34.2,28,2017,0.806
North Carolina Central,50.4,48.5,20.8,16.8,32.9,29.7,30.3,34.3,2018,0.594
North Carolina Central,49.9,49.9,22.7,17.5,34.8,26.9,33.5,31.4,2019,0.581
Boise St.,53.2,47.6,16.1,19.4,27.8,25.6,32.4,31.6,2015,0.719
Fairleigh Dickinson,51.2,52.4,17.7,21,28.4,35.8,33.3,46.9,2016,0.531
LIU Brooklyn,52.1,50,19.5,16.5,29.4,29.8,38.7,31.8,2018,0.529
Arizona St.,53.8,50.6,14.7,20.4,28,30.6,41.3,32.7,2018,0.625
UCLA,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,2018,0.636
Vanderbilt,52.9,43.1,16.8,14.2,27.2,29.3,39.8,34.4,2016,0.576
New Orleans,50.2,50.3,23.7,22.4,36.1,32.6,42.8,34.7,2017,0.690
Southern,48.5,47.9,16.3,19.6,28.1,31.2,38.1,39.9,2016,0.594
Prairie View A&M,49,51.2,17.4,24.7,29.7,34.3,43.1,46.2,2019,0.647
BYU,53.2,49.6,16.4,17.7,33.4,28.4,42.5,39.2,2015,0.697
Iowa,51.1,47.4,15.9,18.8,37.6,29,45.3,35.4,2014,0.606
Xavier,51.7,49.4,18.7,16.9,34.1,28.7,41.6,39.5,2014,0.618
Mount St. Mary's,51.5,53.5,16.7,18.8,27.8,33,36.7,34.5,2014,0.485
Texas Southern,51.7,50.2,19.3,15.8,33.6,31.2,49.3,29.8,2014,0.545
Middle Tennessee,51.1,44.4,20.7,23.6,36.5,29,41.4,42.8,2013,0.824
Boise St.,51.8,51.4,18.4,20,30.3,24.4,33.7,42.2,2013,0.633
LIU Brooklyn,54.4,52.6,20.3,18.4,35.2,33.5,45.6,31.6,2013,0.588
Liberty,48.5,47.8,19.8,15.1,29,32.6,38.4,38.5,2013,0.364
North Carolina,51.6,45.4,18.2,17.7,40,31.2,35.2,37.8,2015,0.684
North Carolina St.,49.3,45.5,16,14.9,33.9,30.2,35.3,34.7,2015,0.611
Duke,53.7,49.5,14.3,17.4,33.2,34.7,40.6,25.3,2016,0.694
Miami FL,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,2016,0.771
Clemson,52.9,47.2,17.4,17.4,27.2,26.3,33.5,27.2,2018,0.714
Syracuse,46.9,46.2,19.1,19.5,34.7,30.4,40.5,31.4,2018,0.622
Florida St.,50.5,47.2,18.9,20.3,32.8,27,35.8,35.7,2019,0.784
North Carolina,52.9,48.9,17.2,18.3,35.3,22.8,30.2,28.4,2019,0.806
Virginia Tech,55.6,49,17.3,21.6,29.6,27.2,31.9,26.3,2019,0.743
Houston,52.1,42.5,16.5,18.2,34.4,26,31.6,37.3,2019,0.892
Indiana,58.7,49.8,19.6,18.9,37.2,29.2,33.9,30.2,2016,0.771
Maryland,55.2,46.5,18.9,16.4,29.1,29.9,37,27,2016,0.743
Wisconsin,48.5,48.1,17.1,18.6,33.1,27.7,38,33.6,2016,0.629
Michigan,57,51.9,14.2,19.5,24.7,30,30.1,27.2,2017,0.684
Purdue,55.7,47.7,18.3,16.6,30.8,24.4,33.3,22.9,2017,0.771
Wisconsin,52.1,47.5,17,19.5,35.9,25.9,32.9,28,2017,0.730
Purdue,57.7,47,15.8,17.7,28,28,35.6,24.2,2018,0.811
Michigan,51.6,44.1,13.9,18,24.7,24.8,27.5,24.1,2019,0.811
Oklahoma,49.3,44.1,17.6,19.7,31.5,31.4,32.8,28.4,2015,0.686
West Virginia,46.1,52.7,18.7,28,40.1,31.1,40.4,55.5,2015,0.714
Iowa St.,57.1,49.8,15.7,16.8,26.2,30.1,26.1,24.9,2016,0.657
Baylor,52.5,46.1,20.6,17.1,39.8,29.4,33.9,30.1,2017,0.794
West Virginia,51.3,48.8,17,27.6,37.9,31.9,38.9,42.5,2017,0.757
West Virginia,50.4,49.9,16.5,23.3,37,30.1,31.3,44.1,2018,0.703
Xavier,53.3,50,18.1,18.8,31.3,27.3,38.5,33.3,2015,0.622
Butler,54.6,50.8,15,19.6,27.2,27,37.1,37,2017,0.735
Wichita St.,50.3,45.8,15,21.3,34.5,27.4,36.2,36.6,2015,0.853
Nevada,54.8,49.4,13.5,18,26.7,29.3,36.3,30.1,2018,0.784
UCLA,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,2015,0.611
Utah,55.2,43,18.2,18.3,31.3,28.4,43.4,34.3,2015,0.735
Arizona,53.7,47.7,16.6,17.4,33.2,26,40.5,28.6,2017,0.865
UCLA,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,2017,0.861
Oregon,52,46.4,17.8,20.9,29.6,28.8,29.4,33.9,2019,0.658
Texas A&M,51.2,47.4,17.4,20.7,34.8,29.2,38.1,32.3,2016,0.757
Kentucky,51.8,46.8,18.6,16.8,35.7,31,44,32.3,2018,0.703
Texas A&M,51.4,46.9,19.2,15.3,33.9,27.3,32,27.6,2018,0.629
LSU,51.2,49.9,17.9,20.1,36.7,30.8,37.1,33.1,2019,0.800
Tennessee,55.3,48.1,15.8,18,31.6,30.2,33.3,34.9,2019,0.861
Gonzaga,55.2,44.8,17.1,15.1,32.1,26,34.4,28.1,2016,0.771
Gonzaga,57,47.1,16.1,17.4,33,23.1,32.1,29.1,2018,0.865
Virginia,50.8,44.2,16.5,18.4,33.9,25.8,42,32.5,2014,0.811
Iowa St.,54.2,47.7,14.5,15.9,28.8,28.5,36.4,30.7,2014,0.778
Louisville,53.5,43.9,15.3,25,37.1,32.7,41.2,38.4,2014,0.838
San Diego St.,46.7,44.4,15.2,20.6,36.1,29.4,45.1,32.4,2014,0.853
UCLA,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,2014,0.757
Baylor,51.3,48.7,17.8,15.8,40.1,32,44.8,32.3,2014,0.667
Stanford,51.3,48,17,17,29.3,28.1,45,37,2014,0.639
Tennessee,49.8,46.5,16.8,16.9,39.7,27.5,41.8,31.5,2014,0.639
Indiana,54.7,44,19.3,20.9,39,31.4,45.8,27,2013,0.806
Kansas,53.3,41.5,20.3,18.4,33.8,29.3,39.5,32,2013,0.838
Miami FL,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,2013,0.806
Michigan St.,50.6,44.5,20.8,19.2,36.1,27.6,36.6,32.4,2013,0.743
Arizona,52.5,46.6,19.5,19.8,35,26.7,37.4,32.9,2013,0.771
Oregon,49.3,46.4,21.4,22,35.8,27.2,38.4,33.3,2013,0.757
La Salle,51.9,49.3,17.1,21.3,29,34.2,31.3,28.5,2013,0.706
Florida Gulf Coast,51.6,46.9,21,22.1,32.5,32.8,35.2,32.7,2013,0.686
Michigan,54.9,44.9,16.3,15.1,29.4,24.8,28.9,24.5,2021,0.833
Baylor,57.5,49.1,17.6,24.6,37.5,30.9,27,31.7,2021,0.917
Illinois,55.6,46.6,18.2,16.1,33,22.2,39.2,30.5,2021,0.793
Gonzaga,61,47.5,16.1,20.3,30.4,23.4,36.7,25.9,2021,1.000
Iowa,54.6,48.3,13.3,16.3,30.7,28.6,32,22.6,2021,0.724
Ohio St.,53.1,48.9,15.3,15,29.1,27.4,37.6,33.8,2021,0.700
Houston,51.3,42.9,16.3,21.6,39.4,28,30.7,42.4,2021,0.923
Alabama,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,2021,0.800
West Virginia,48.7,50.2,17,20.7,35.6,31.3,39.4,28.5,2021,0.667
Texas,52.9,46.7,20.2,17.8,31.3,26.9,34,36.7,2021,0.731
Kansas,49.8,47,17.7,20,30.9,26.9,30.5,26.5,2021,0.741
Arkansas,51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,2021,0.786
Florida St.,54.4,46.5,20.1,19.6,35.4,31.4,32.7,36.3,2021,0.727
Virginia,56.1,47.9,15.4,15.2,23.1,22.6,22,24.6,2021,0.750
Purdue,51.4,48.6,18.7,16.9,32.2,24.1,32.2,30.3,2021,0.667
Oklahoma St.,52.1,47.2,21.4,19.3,31.9,30.2,36.4,30.5,2021,0.714
Villanova,52.8,51.8,13.5,19,27.9,24.8,30,25.8,2021,0.727
Tennessee,50.1,45.9,18.2,22.9,31.4,28.6,35.1,31.1,2021,0.692
Creighton,55.7,46.9,15.8,17.8,24.8,28.2,26.9,25.7,2021,0.714
Colorado,52,47.7,16.8,19.8,30.9,25.6,29.9,28,2021,0.733
Texas Tech,49.7,47.9,16.2,23.8,33.8,29.7,39.3,36.4,2021,0.630
BYU,55,46.6,19,16,28.6,23.3,27.8,29.4,2021,0.800
USC,52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,2021,0.759
San Diego St.,52.7,46.7,16.9,22.5,29.9,24.4,34.3,32.7,2021,0.885
Florida,52.5,47.5,20.7,20.5,30.7,31.5,33.8,34.8,2021,0.609
Connecticut,49.5,46.2,17.6,19.6,36.9,29.8,29.6,36.9,2021,0.682
Clemson,50.4,48.7,19.5,21.6,26.6,26.6,23.6,29.6,2021,0.696
Oregon,54.4,50.1,16.8,20.3,28.3,27.2,26.8,27.1,2021,0.769
Oklahoma,50.8,48.9,15.8,18.7,27.3,27.5,29.1,22.8,2021,0.600
North Carolina,48.5,48.7,20.5,19.3,41.2,26.3,34.9,27.1,2021,0.643
LSU,52.8,48.5,16.1,18.4,31.5,32.8,33.9,29.1,2021,0.667
Loyola Chicago,56.3,46.7,18.5,21.6,26,21,30.7,22.4,2021,0.923
St. Bonaventure,50.5,45.5,16.9,19.5,33.6,28.4,27.8,28.3,2021,0.800
Missouri,50.9,48.5,18.9,18.4,28.6,29.2,37.5,36.4,2021,0.640
Wisconsin,49.4,47.9,13.5,17.8,23.7,25.1,26.9,28.5,2021,0.586
Georgia Tech,53.9,52.2,15.9,22.7,24.8,29.7,29,28.9,2021,0.680
Rutgers,50.2,47.7,16.4,18.9,27.4,29.1,27.7,33.2,2021,0.577
Virginia Tech,52.5,48.4,17.3,17.6,28.4,24.3,33.2,30.9,2021,0.714
Maryland,52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,2021,0.571
VCU,50.9,45.8,20.6,23.5,28.3,31.3,34,35.4,2021,0.731
Michigan St.,47.9,47.8,18.9,15.4,30.4,26.1,31.4,37.1,2021,0.556
Wichita St.,47.6,47.1,15.9,18.1,29.8,33.4,38.2,29.7,2021,0.842
Syracuse,50.7,48.5,16,20.8,30.1,33.5,28.1,25.1,2021,0.640
UCLA,52,50.7,16.6,17.6,30.4,24.4,32.6,28,2021,0.654
Utah St.,49.8,45.6,19.7,19.7,35.3,21.3,29.4,26.1,2021,0.741
Drake,54.5,48.4,15.2,18.8,31.6,24.9,25.2,29.7,2021,0.926
Georgetown,49.6,48,21.7,16.2,32.4,27.3,30.3,25.9,2021,0.520
Oregon St.,48.7,50.4,17.2,18.5,29.8,29.4,34,38.2,2021,0.607
UC Santa Barbara,53,47.7,16.5,20.8,28.2,24.5,35.5,28,2021,0.917
Winthrop,53,49,19.5,22.5,35.6,22.2,35.7,33.8,2021,0.958
Ohio,55.8,51.1,17,20,28.7,27.4,29.6,30.2,2021,0.727
North Texas,54,45.7,20.4,21.4,27.9,26.9,27.2,31.7,2021,0.680
UNC Greensboro,48.2,48.1,15.6,21,32.4,25.9,23.8,36.4,2021,0.724
Liberty,57.4,48,15.6,17.3,23.1,22.4,25.5,29.6,2021,0.958
Colgate,57.1,45.7,13.8,16.6,27.9,25.6,31.1,25.1,2021,0.933
Eastern Washington,54.1,47.5,16.5,16.5,23.9,25.8,30.4,27.7,2021,0.727
Abilene Christian,52.9,45.4,19.4,26.7,30.6,27.9,34,42.5,2021,1.000
Morehead St.,51.9,47,22.9,18,31.3,24.9,36.8,23.1,2021,0.821
Iona,51.2,45.6,22.4,19.6,33.4,26.1,36.1,46.3,2021,0.706
Oral Roberts,53.6,50.4,15.7,18.2,23.2,33,27.8,33.1,2021,0.696
Grand Canyon,53,44.9,20.4,16.6,32.4,22.6,34.7,29.6,2021,0.850
Cleveland St.,50.6,48.9,18.5,20.2,30.9,31.8,31.9,37.2,2021,0.731
Drexel,54.3,49.6,19.6,16.4,29.4,24.3,28.5,27.2,2021,0.632
Mount St. Mary's,48.7,45.5,20.1,16.3,31.7,24.6,29.7,24.6,2021,0.545
Hartford,50.4,47.6,19,20.4,24.8,28.6,28.6,25,2021,0.652
Norfolk St.,49.7,47.4,17.8,20.7,28.8,28.7,38.6,42,2021,0.762
Texas Southern,48.3,46.5,21.4,19.2,32.9,25.7,38.9,33.8,2021,0.696
Appalachian St.,47.7,50.4,17.5,20,27.8,30.6,33,24,2021,0.708
Howard,51.1,53.5,18.5,12.6,20.4,31.2,37.1,27.1,2021,0.200
South Carolina St.,44.8,55.6,23.8,22.7,26.1,33.9,27.9,35.7,2021,0.056
Idaho,48.5,54.3,24,17.1,22,29.7,29.6,35.8,2021,0.045
Maine,45.1,48.7,25,20.7,23.3,30.3,27.2,30.9,2021,0.222
Fordham,41.4,51.5,20.8,19.2,19.2,30.4,27.5,27.8,2021,0.143
Denver,49.8,55.8,20.9,19,22,26.1,34.1,43,2021,0.100
Iowa St.,48,51.9,21.1,18.5,24.3,33.1,19.6,36.2,2021,0.083
Mississippi Valley St.,43.6,55,24.2,14.9,18.1,35.8,24.7,32.6,2021,0.083
San Diego,46.4,53.3,18.1,18.2,20.9,25.6,25.6,33.8,2021,0.214
Northern Illinois,44.4,54.7,20.2,16.8,32.6,31.3,23.9,33.8,2021,0.158
Delaware St.,45.7,54.7,22.3,18.7,26.3,32.3,29.8,45.5,2021,0.176
Charleston Southern,46.5,50.7,23.6,17.6,27.4,31.3,30.1,34.4,2021,0.150
American,52.6,50.2,22.3,17.6,24.1,29.9,26.8,38.4,2021,0.400
Lehigh,47.1,53.2,18.2,16.9,24.9,23.8,27.9,32.8,2021,0.267
Binghamton,48.9,51.5,20.6,16.4,29.2,27.7,23.2,31.3,2021,0.222
Towson,45.4,52.6,18.4,16,34.1,30.4,33.4,29.3,2021,0.222
Alabama St.,43.5,48.9,22.3,20.6,29.5,29.6,42.7,36.9,2021,0.222
Robert Morris,50.5,54.6,19,18.7,29.5,33.5,26.1,34.6,2021,0.222
Boston College,49.8,55.5,19,18.7,25.4,28.8,29.7,29.1,2021,0.200
Tennessee St.,47,50.9,20.9,22.1,24.8,30.6,32.7,44.5,2021,0.182
Cal Poly,44.5,50.6,20.3,18.2,22,29.9,29.5,36.5,2021,0.174
Arkansas Pine Bluff,43.2,54.1,22.5,18.4,27.2,32.2,38.6,38.3,2021,0.160
Bucknell,52,49.6,17.3,15.7,19.8,28.3,36.3,29.2,2021,0.417
North Carolina Central,46.9,51,21.4,20.8,26.4,33.6,34.5,38.3,2021,0.385
Temple,46.7,47.3,19.5,16,25.9,28.1,38.9,31.7,2021,0.313
Holy Cross,50.3,52.6,18.3,18.5,26.4,31.5,26.1,35.2,2021,0.313
George Washington,49.7,51.1,19.7,16.7,24.4,28.6,36.1,25,2021,0.294
DePaul,46.1,48,22.1,20.1,31.8,31.6,23.7,35.3,2021,0.263
Saint Joseph's,48.6,53.6,18.6,17.2,21.8,30.9,26.7,31.4,2021,0.250
Western Michigan,49.3,50.2,21.1,14.3,23.5,29.4,24.2,26.2,2021,0.250
San Jose St.,44.7,52.6,17.8,14.5,20,35.1,30,27.6,2021,0.263
Central Connecticut,48.5,53.9,19.7,20.1,23.7,32.9,28.4,30.4,2021,0.238
USC Upstate,49,53.7,20.8,18.7,24,29.6,29.8,35.2,2021,0.227
Middle Tennessee,45.3,53,21.6,19.8,24.7,26.1,24.8,28.8,2021,0.227
Kennesaw St.,45.8,52.2,20.6,17.1,24.1,25.2,30.6,32.7,2021,0.238
Central Arkansas,49.3,53.9,23.9,15.4,28.9,28.5,32.4,28.8,2021,0.217
Texas A&M Corpus Chris,46.9,51.7,23.8,19.3,24.6,29.3,34.8,31.2,2021,0.238
Air Force,52.1,57.4,22.6,21.8,15.3,35.4,30.9,32.8,2021,0.200
Nebraska Omaha,46.3,53.5,18.1,16.8,23.2,26.7,29.2,31.1,2021,0.200
Washington,48.9,51.2,19.2,17.2,23.4,34.4,26.2,34.7,2021,0.192
Tennessee Tech,50.1,54.8,22.6,18.1,26.5,27.8,27,26.7,2021,0.185
Alabama A&M,44.8,44,21.4,18,28.2,29.4,31.8,37.4,2021,0.400
Cal St. Fullerton,51.2,54.9,17.6,18.6,24.9,29.1,35.6,27.8,2021,0.400
Loyola MD,51.1,49.3,20.2,19.3,31.3,25.6,35.4,33.4,2021,0.353
Long Beach St.,50.6,49.4,21,17.8,23.3,31.3,37.7,34.9,2021,0.333
Eastern Michigan,46.7,58.7,17.1,19.1,24.2,31.6,26.9,28.2,2021,0.400
Samford,47.9,52.8,21.1,18.4,28.9,25,27.1,37.9,2021,0.353
Alcorn St.,44.4,55.4,20.2,21.9,29.3,30.5,34,50.1,2021,0.316
South Carolina,46.7,53.2,19.8,22,32.2,31.3,27.9,39,2021,0.286
Portland,46.3,58.9,19,17.9,17.8,30.8,33.9,23.3,2021,0.333
Wake Forest,49,54.5,20,17.9,26.2,25.9,28.5,32.1,2021,0.286
Northern Arizona,48,58.2,17.9,18.4,23.8,27.9,30.4,33.2,2021,0.273
New Mexico,43.9,53.1,21.7,19.8,31.3,30.6,32.9,35.7,2021,0.300
St. Francis PA,47.9,51.5,20.2,18.6,28.8,28.6,33.7,29.4,2021,0.273
Rider,48.3,53.3,18.3,17.2,26.2,26.7,29,36,2021,0.261
Houston Baptist,48.7,54.1,22.6,18.6,25.7,31.2,28.1,28.2,2021,0.250
Canisius,47,50.5,16.8,20.2,26.6,26.8,31.6,31.6,2021,0.538
Delaware,49.5,48.1,21,17.2,27.9,26.2,38.8,32.4,2021,0.500
Albany,50.5,51.3,18,20.9,22.3,27.3,34.1,29.3,2021,0.438
UC San Diego,55,54.5,19.6,18.4,16.7,31.7,20.8,22.4,2021,0.500
UNC Wilmington,48.6,51.6,16.1,18.9,26.5,31.5,37.1,31.7,2021,0.438
William & Mary,46.1,51,20.2,16.9,28.6,31.8,32,23.6,2021,0.412
Boston University,49.7,53.7,18.3,15.2,29.2,25.9,28.7,29.9,2021,0.389
NJIT,45.9,52.3,16.2,20.9,24.1,29.2,34.2,29.4,2021,0.368
Manhattan,42.6,47.9,20.7,22.3,31.9,29.5,35.5,46.8,2021,0.350
Presbyterian,46.7,52.9,23.1,22.2,32.6,28.3,35.2,41.7,2021,0.333
Western Illinois,45.8,54.4,17.3,16.1,27.9,23.1,36.5,38.8,2021,0.333
Central Michigan,48.7,54,17.9,18.2,26.6,32.2,36.2,27.5,2021,0.350
Illinois St.,50.4,51.6,19.3,16.7,23.7,26.3,23.7,26.7,2021,0.292
Louisiana Monroe,48.2,50.4,19.1,21.2,22.7,31.9,25.1,34,2021,0.269
Nebraska,48.2,49.8,19.7,18.1,23.1,28.9,31,28.4,2021,0.269
Massachusetts,50,50.9,16.3,19.9,24.3,25.6,34.2,33.4,2021,0.533
IUPUI,49,52.7,19.1,18.9,25.2,25.2,30.5,35.1,2021,0.444
Texas A&M,47.7,53.1,22.4,22.7,32.8,30.1,33.7,29.6,2021,0.444
East Carolina,45.2,48.9,18.5,20.6,26.9,27.7,33.1,38.3,2021,0.444
Southern,48,47.2,22,20.7,29.8,26.7,40.5,40.8,2021,0.421
Sacramento St.,50.6,55.6,14.9,18.8,24.5,28,31.5,32,2021,0.444
Florida A&M,48.6,47.9,23.8,21.4,30.2,31.8,29.8,33.9,2021,0.400
Dixie St.,45.5,52,20.9,19.7,24.7,32.6,35.4,36.5,2021,0.421
Incarnate Word,50.3,52.1,20.6,18.5,23,32.2,32.5,33.8,2021,0.421
North Florida,52.7,50.3,21.5,16.2,25.8,35.9,25.4,31.8,2021,0.381
Fort Wayne,58.2,52.5,23.7,17,26.2,30.8,30.2,30.4,2021,0.348
Tennessee Martin,45.6,57.3,21,20.6,28.7,32.9,28.3,36.5,2021,0.348
Southern Miss,47.3,50.3,20.6,18.7,23.8,23.2,28.7,29.5,2021,0.348
Green Bay,49.2,53.5,15.5,16.9,26,29.4,27.3,31.9,2021,0.320
Southeastern Louisiana,45.4,55.3,21.8,22,30.8,29.8,41,37.9,2021,0.308
Lafayette,50.6,50.9,15,16,23.7,28.5,30.3,33.7,2021,0.600
Duquesne,47.6,47.3,19.5,19.6,31,30.1,31.6,35.5,2021,0.500
LIU Brooklyn,47.3,49.9,19.3,20.9,32.9,28.5,31.2,28.4,2021,0.500
Merrimack,51.4,48,19.9,21.8,20.8,31.6,31,33,2021,0.500
Sacred Heart,48,50.7,18.7,15.3,29.6,31.8,33.6,27.6,2021,0.500
Pacific,47.9,51.6,16.5,18.2,27.5,23.6,26.9,33.2,2021,0.529
College of Charleston,51.6,52,16.3,17.7,24.2,26,27.1,33.5,2021,0.529
St. Francis NY,49.5,52.7,16.3,19.9,30.2,30.3,30.7,39.1,2021,0.474
UT Rio Grande Valley,43,48.1,19,24.1,30,34.1,37.7,43.5,2021,0.600
Niagara,46.6,49.5,15.2,20.1,23.3,28.4,34.6,32.5,2021,0.450
South Florida,45.1,51.7,20.8,17.8,33.8,26.5,34.5,33.5,2021,0.429
Portland St.,44.4,50.8,20,22.7,30.5,23.6,34.6,46.7,2021,0.500
Cal St. Northridge,48.4,54.3,16.7,18.7,24.3,28.9,31.7,32.4,2021,0.429
Illinois Chicago,49.7,48,18.9,14.2,23.7,27.6,22.8,33.8,2021,0.409
Quinnipiac,46.9,44.2,19.4,17.2,21.2,27.8,35.4,32.7,2021,0.409
Coppin St.,48.6,47.9,20,20.4,18.5,32.5,43.8,27,2021,0.409
Stony Brook,46,48.3,20.1,18.8,30.3,27.1,33,29.6,2021,0.409
Northwestern,50.3,50.2,17.2,17.9,19.9,25.8,26.8,33.7,2021,0.391
High Point,45.8,52.4,18.6,20.1,32,28.2,38.3,34.1,2021,0.375
